trial_id,dataset,split_mode,fold_index,lr,batch_size,dropout,epochs,train_rmse,train_pearson,val_rmse,val_pearson,test_rmse,test_pearson,test_mse,test_mae,checkpoint_path,duration_seconds,duration_hms,status,error_message
trial_001,mpro_urv,dataset_folds,3,0.001,4,0.3,200,0.2571743039544728,0.9720409823021618,0.4959549406680262,0.7718352094445298,0.6529975858550846,0.6230893398645069,0.4264058471325686,0.5098659059275752,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131348/models/trial_001/widedta_best.pt,51.474,00:00:51,success,
trial_002,mpro_urv,dataset_folds,3,0.001,8,0.3,200,0.3250100007746278,0.9504711642723497,0.5177483802660052,0.7557129237057024,0.6409047838852769,0.6496710851579858,0.4107589420070336,0.48492536337479303,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131348/models/trial_002/widedta_best.pt,31.352,00:00:31,success,
trial_003,mpro_urv,dataset_folds,3,0.001,16,0.3,200,0.4326517469293737,0.9119338259182944,0.5076909490159587,0.7545614823720179,0.5994604104191125,0.694004742826228,0.3593527836598508,0.4540515878926153,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131348/models/trial_003/widedta_best.pt,20.529,00:00:21,success,
trial_004,mpro_urv,dataset_folds,3,0.003,4,0.3,200,0.2447138948366465,0.9785228606938017,0.5229474170154547,0.7491357929748004,0.640989951499988,0.63929078356523,0.41086811792395705,0.4878774000250775,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131348/models/trial_004/widedta_best.pt,56.101,00:00:56,success,
trial_005,mpro_urv,dataset_folds,3,0.003,8,0.3,200,0.5055776807235359,0.8647992766198807,0.5072136985085665,0.7656347852247941,0.6529401876491756,0.6359969985877155,0.42633088864734064,0.4891520375790803,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131348/models/trial_005/widedta_best.pt,30.489,00:00:30,success,
trial_006,mpro_urv,dataset_folds,3,0.003,16,0.3,200,0.3599494927207586,0.9227941852148309,0.5205415968191263,0.7502138961708782,0.6413567538341648,0.642667026575072,0.4113384856886974,0.4713990066362464,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131348/models/trial_006/widedta_best.pt,19.123,00:00:19,success,
trial_007,mpro_urv,dataset_folds,3,0.00075,4,0.3,200,0.4176041516739278,0.9117707107221453,0.4977417489997851,0.778131687074616,0.5776861551333047,0.7283024721282506,0.3337212938327006,0.4134236936983855,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131348/models/trial_007/widedta_best.pt,46.092,00:00:46,success,
trial_008,mpro_urv,dataset_folds,3,0.00075,8,0.3,200,0.4340355407914781,0.881798564974301,0.5027357930716392,0.7605839716228562,0.5838852255523226,0.7070706053343054,0.34092195661828656,0.4427662414053212,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131348/models/trial_008/widedta_best.pt,25.367,00:00:25,success,
trial_009,mpro_urv,dataset_folds,3,0.00075,16,0.3,200,0.44530617180452775,0.8850133033625772,0.49575117736922003,0.766131738255053,0.5697398036992004,0.7264145306539734,0.3246034439192034,0.4343514753424603,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131348/models/trial_009/widedta_best.pt,16.901,00:00:17,success,
trial_010,mpro_urv,dataset_folds,3,0.0005,4,0.3,200,0.3593956359739142,0.9322683341900423,0.5008411120554278,0.7661052514171609,0.626120412440879,0.6662164845625409,0.39202677087513643,0.4757138853487761,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131348/models/trial_010/widedta_best.pt,46.571,00:00:47,success,
trial_011,mpro_urv,dataset_folds,3,0.0005,8,0.3,200,0.4934925177033952,0.8486267514228903,0.4969121074157515,0.7642585099519014,0.5672676162443347,0.7302085692604241,0.3217925484395298,0.43355048221090564,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131348/models/trial_011/widedta_best.pt,25.192,00:00:25,success,
trial_012,mpro_urv,dataset_folds,3,0.0005,16,0.3,200,0.44836481757228747,0.9198346779503702,0.509500262823602,0.7576939155478627,0.6024311820482792,0.7003021238274113,0.3629233291040869,0.45242541769276495,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131348/models/trial_012/widedta_best.pt,16.789,00:00:17,success,
trial_013,mpro_urv,dataset_folds,3,0.0001,4,0.3,200,0.42823704476231517,0.8857998174902239,0.49737729757696175,0.7663357213365185,0.5656722937866284,0.728716567150488,0.3199851439578256,0.4314103955807893,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131348/models/trial_013/widedta_best.pt,47.304,00:00:47,success,
trial_014,mpro_urv,dataset_folds,3,0.0001,8,0.3,200,0.4509941959286923,0.8852326352282639,0.49145469482440196,0.7722643300959492,0.5636418642638406,0.7339635521671827,0.31769215115081767,0.4281719145567521,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131348/models/trial_014/widedta_best.pt,20.553,00:00:21,success,
trial_015,mpro_urv,dataset_folds,3,0.0001,16,0.3,200,0.4472779936412242,0.8655103194954273,0.4978741451489944,0.7700307717089198,0.5655773785446202,0.7352098379309503,0.3198777711214046,0.42992544174194336,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131348/models/trial_015/widedta_best.pt,12.283,00:00:12,success,
